Plate ID,Date,RA_CTR,DEC_CTR,Dec_delta_x,Dec_delta_y,RA_delta_x,RA_delta_y,crpix1,crpix2,naxis1,naxis2,Year,Cluster
a04381, 1900-05-10T02:28:19.2Z,143.157149,-32.995997, -0.000182049, 2.7427e-08, 9.612e-09, 0.000181995,18134.3141,15017.875, 35268, 31627,1900,-1
a04382, 1900-05-18T00:20:09.6Z,117.942783,-42.715797, -0.000182025, 2.18779e-06, 2.15111e-06, 0.000181966,18387.1413,15016.9105, 35268, 31627,1900,-1
a04383, 1900-05-18T01:27:50.4Z,133.282488,-18.049318, -0.000182041, -2.3356e-07, -2.26099e-07, 0.000181968,18230.9489,15544.0907, 35268, 31627,1900,-1
a04384, 1900-05-18T02:39:50.4Z,153.307535,-18.186296, -0.000182013, 3.14335e-07, 3.13867e-07, 0.000181955,17744.9665,15252.7567, 35268, 31627,1900,-1
a04385, 1900-05-18T03:25:55.2Z,183.40469,-23.045661, -0.000182003, -1.77044e-06, -1.78658e-06, 0.000181973,18063.6118,15349.4585, 35268, 31627,1900,-1
a04386, 1900-05-18T03:41:45.6Z,188.524095,-18.223753, -0.000181973, -1.93921e-06, -1.94455e-06, 0.000181958,17784.1927,16231.3829, 35268, 31627,1900,-1
a04387, 1900-05-18T04:04:48Z,188.556121,-2.871966, -0.000182011, -4.59634e-07, -4.58278e-07, 0.000181985,17296.2394,15870.2855, 35268, 31627,1900,-1
a04388, 1900-05-18T04:17:45.6Z,198.378594,-3.002861, -0.00018197, -1.81632e-06, -1.82914e-06, 0.000181963,18127.3018,14918.6215, 35268, 31627,1900,-1
a04389, 1900-05-19T01:17:45.6Z,138.355468,-13.160438, -0.000182023, -1.08007e-07, -9.4227e-08, 0.000181959,17657.0249,14750.6113, 35268, 31627,1900,-1
a04390, 1900-05-19T02:58:33.6Z,173.555626,-13.276515, -0.000181983, -9.98384e-07, -1.0135e-06, 0.000181954,17073.3705,15375.5063, 35268, 31627,1900,-1
a04391, 1900-05-19T04:09:07.2Z,194.261454,-12.493606, -0.000181865, -2.09637e-06, -1.98101e-06, 0.000181982,13124.5519,18832.3344, 35268, 31627,1900,-1
a04392, 1900-05-20T00:05:45.6Z,128.693108,-13.027655, -0.000181991, -4.58454e-07, -4.6297e-07, 0.000181955,17641.6148,15361.7614, 35268, 31627,1900,-1
a04393, 1900-05-20T01:14:52.8Z,143.567771,-13.291026, -0.000182002, -9.948e-08, -9.9152e-08, 0.00018196,18153.9372,14426.9254, 35268, 31627,1900,-1
a04394, 1900-05-20T02:21:07.2Z,163.779115,-13.109007, -0.000181984, -7.54425e-07, -7.58344e-07, 0.000181951,17280.2201,15958.7865, 35268, 31627,1900,-1
a04395, 1900-05-20T03:27:21.6Z,178.712278,-13.389176, -0.000181987, -8.57524e-07, -8.56184e-07, 0.00018195,17780.3307,14252.6647, 35268, 31627,1900,-1
a04396, 1900-05-21T01:06:14.4Z,148.549891,-48.180511, -0.000181995, 3.47212e-07, 3.02299e-07, 0.000181973,17567.7782,15242.2474, 35268, 31627,1900,-1
a04397, 1900-05-22T01:55:12Z,226.820162,-88.881866, -0.000130973, 0.000126646, 0.000126868, 0.000130895,9401.1346,21953.2235, 31627, 35268,1900,-1
a04398, 1900-05-23T01:32:09.6Z,182.150761,-78.515035, -0.000181986, -2.96982e-06, -3.04089e-06, 0.000182069,15988.9791,14364.7365, 35268, 31627,1900,-1
a04399, 1900-05-23T04:37:55.2Z,276.697016,-23.14626, -0.000181525, -1.4564e-05, -1.45615e-05, 0.000181467,7996.4671,4917.3467, 21953, 17493,1900,0
a04401, 1900-05-25T02:15:21.6Z,186.096984,-68.442738, -0.000181976, -1.35086e-06, -1.41009e-06, 0.000181992,17090.4079,15073.9637, 35268, 31627,1900,-1
a04402, 1900-05-26T02:08:09.6Z,197.622696,-78.384671, -0.000181948, -4.33502e-06, -4.3894e-06, 0.000182034,17853.2382,14491.1721, 35268, 31627,1900,-1
a04403, 1900-05-26T06:08:38.4Z,223.958212,-12.786933, -0.000181993, -2.9442e-06, -2.94818e-06, 0.00018196,18655.0144,15051.0366, 35268, 31627,1900,-1
a04404, 1900-05-26T07:27:50.4Z,244.095039,-12.681497, -0.000181994, -3.33166e-06, -3.33289e-06, 0.000181964,18584.9753,14734.2789, 35268, 31627,1900,-1
a04405, 1900-05-26T08:48:28.8Z,262.458616,-62.780305, -0.000181976, -5.13315e-06, -5.22915e-06, 0.000181939,18320.1516,14892.1251, 35268, 31627,1900,-1
a04406, 1900-05-27T02:13:55.2Z,197.273827,-73.293209, -0.000181956, -3.66249e-06, -3.71418e-06, 0.000182009,17398.9158,14903.7415, 35268, 31627,1900,-1
a04407, 1900-05-28T02:08:09.6Z,197.0342,-68.133081, -0.000181947, -2.95152e-06, -2.99502e-06, 0.000181979,18038.9122,14443.18, 35268, 31627,1900,-1
a04408, 1900-05-29T01:59:31.2Z,201.777192,-63.373346, -0.000181942, -3.16183e-06, -3.18346e-06, 0.00018196,18015.7534,15254.2268, 35268, 31627,1900,-1
a04409, 1900-05-29T05:41:16.8Z,218.811899,-28.394228, -0.000181986, -3.39646e-06, -3.404e-06, 0.000181919,18999.9172,14865.3582, 35268, 31627,1900,-1
a04410, 1900-05-29T06:57:36Z,238.979107,-12.954438, -0.000181979, -3.48122e-06, -3.48551e-06, 0.000181946,18220.8249,15578.1264, 35268, 31627,1900,-1
a04411, 1900-05-29T08:18:14.4Z,264.45061,-47.588315, -0.000181977, -3.83084e-06, -3.87677e-06, 0.000181953,18192.3778,14847.3183, 35268, 31627,1900,-1
a04412, 1900-05-30T02:13:55.2Z,207.112892,-68.354745, -0.000181931, -3.52029e-06, -3.53299e-06, 0.000181954,17481.5191,14870.8278, 35268, 31627,1900,-1
a04413, 1900-05-30T05:48:28.8Z,237.966012,-73.200136, -0.000181904, -6.43535e-06, -6.54097e-06, 0.000181945,17831.0529,14396.8129, 35268, 31627,1900,-1
a04414, 1900-05-30T07:07:40.8Z,238.779835,-8.122524, -0.000182001, -2.77024e-06, -2.76365e-06, 0.00018196,18227.2341,15103.9606, 35268, 31627,1900,-1
a04415, 1900-06-01T02:09:36Z,207.190214,-73.406031, -0.000181936, -4.40907e-06, -4.45086e-06, 0.000181998,17570.3416,13623.8009, 35268, 31627,1900,-1
a04416, 1900-06-01T05:45:36Z,228.774009,-12.694804, -0.000181986, -2.80292e-06, -2.8052e-06, 0.000181956,17880.1745,15137.0077, 35268, 31627,1900,-1
a04417, 1900-06-01T07:06:14.4Z,243.592335,-7.76413, -0.000181999, -2.96459e-06, -2.9625e-06, 0.000181961,18261.757,14945.3378, 35268, 31627,1900,-1
a04418, 1900-06-01T08:22:33.6Z,263.750665,-2.682254, -0.000182002, -3.41187e-06, -3.41362e-06, 0.000181972,18790.8274,14424.6388, 35268, 31627,1900,-1
a04419, 1900-06-02T00:24:28.8Z,186.617423,-68.319674, -0.00018196, -2.52219e-06, -2.53618e-06, 0.000182008,17577.7316,14547.5576, 35268, 31627,1900,-1
a04420, 1900-06-02T01:36:28.8Z,196.598503,-68.33578, -0.00018197, -2.19526e-06, -2.22998e-06, 0.00018202,17868.5515,14333.9471, 35268, 31627,1900,-1
a04422, 1900-06-02T04:29:16.8Z,275.133012,-22.967026, -0.000181488, -1.39758e-05, -1.39819e-05, 0.000181469,11546.7036,6052.6282, 21953, 17402,1900,0
a04423, 1900-06-02T06:14:24Z,233.996438,-22.951823, -0.000181992, -2.40404e-06, -2.38445e-06, 0.00018195,16914.9921,15019.333, 35268, 31627,1900,-1
a04424, 1900-06-02T07:40:48Z,258.631122,7.4946, -0.000181976, -3.19439e-06, -3.16506e-06, 0.000181926,17671.1215,16075.0215, 35268, 31627,1900,-1
a04425, 1900-06-02T08:49:55.2Z,279.182796,-37.468493, -0.000181989, -3.30763e-06, -3.3344e-06, 0.000181974,18131.2113,15250.1022, 35268, 31627,1900,-1
a04437, 1900-06-09T01:33:36Z,154.911212,-73.277381, -0.000182131, 2.40669e-06, 2.2548e-06, 0.000182045,18540.662,14569.5289, 35268, 31627,1900,-1
a04438, 1900-06-09T01:55:12Z,158.485224,-18.071002, -0.000182058, -5.46432e-07, -5.39797e-07, 0.00018198,18564.5356,15441.9632, 35268, 31627,1900,-1
a04439, 1900-06-09T02:15:21.6Z,196.817411,-77.813048, -0.000181904, -2.4592e-08, -8.1592e-08, 0.00018204,19590.2238,16780.5067, 35268, 31627,1900,-1
a04440, 1900-06-09T02:32:38.4Z,173.31935,-7.759563, -0.00018198, -1.72682e-06, -1.48753e-06, 0.000181894,19270.4373,17005.6268, 35268, 31627,1900,-1
a04441, 1900-06-09T03:01:26.4Z,204.644188,-83.063899, -0.000181997, -4.54704e-06, -4.74128e-06, 0.000182098,18322.6449,14499.1463, 35268, 31627,1900,-1
a04442, 1900-06-09T03:30:14.4Z,263.567239,2.204957, -0.000181979, -3.9655e-06, -3.99816e-06, 0.000181972,17670.3215,15412.992, 35268, 31627,1900,-1
a04443, 1900-06-09T03:51:50.4Z,283.631781,2.42582, -0.000182, -3.87911e-06, -3.91957e-06, 0.000181976,17368.0138,15370.261, 35268, 31627,1900,-1
a04445, 1900-06-16T00:33:07.2Z,158.595555,-12.973175, -0.000181987, -1.08344e-06, -1.08317e-06, 0.000181952,17546.2853,15426.9381, 35268, 31627,1900,-1
a04446, 1900-06-16T01:33:36Z,183.586266,32.070933, -0.000181919, -2.54175e-06, -2.33063e-06, 0.000182,17231.9817,17744.9646, 35268, 31627,1900,-1
a04449, 1900-06-16T02:25:26.4Z,213.367148,31.723918, -0.000181979, -3.02857e-06, -3.00369e-06, 0.000182017,17838.7714,15485.7613, 35268, 31627,1900,-1
a04450, 1900-06-16T02:47:02.4Z,223.42139,31.791851, -0.000181973, -3.58846e-06, -3.57557e-06, 0.000182014,17445.9105,15493.0245, 35268, 31627,1900,-1
a04451, 1900-06-16T03:02:52.8Z,233.382597,31.858958, -0.000181945, -3.70908e-06, -3.70882e-06, 0.000181989,17575.1368,15262.6115, 35268, 31627,1900,-1
a04452, 1900-06-16T03:23:02.4Z,253.282286,32.037224, -0.000181974, -3.74411e-06, -3.77596e-06, 0.000182019,17553.4743,15396.6867, 35268, 31627,1900,-1
a04454, 1900-06-16T03:57:36Z,273.201506,32.08334, -0.000181995, -3.64812e-06, -3.71196e-06, 0.000182036,18050.7973,14327.5991, 35268, 31627,1900,-1
a04455, 1900-06-16T04:13:26.4Z,267.912664,21.959804, -0.000181996, -1.76486e-06, -1.85562e-06, 0.000181875,20150.2696,12932.1123, 35268, 31627,1900,-1
a04456, 1900-06-16T05:34:04.8Z,263.275578,28.318457, -0.000181978, -3.48406e-06, -3.4687e-06, 0.000182009,17474.0039,15548.8309, 35268, 31627,1900,-1
a04457, 1900-06-16T05:51:21.6Z,273.52875,27.76245, -0.000181989, -3.26436e-06, -3.23091e-06, 0.000181834,17038.332,14726.1811, 35268, 31627,1900,-1
a04458, 1900-06-16T06:08:38.4Z,283.399283,27.973971, -0.000181983, -3.50297e-06, -3.51158e-06, 0.000182014,17429.484,15248.1464, 35268, 31627,1900,-1
a04459, 1900-06-16T06:23:02.4Z,293.342232,28.223291, -0.000181967, -3.47802e-06, -3.49175e-06, 0.000182,17368.7603,16175.1229, 35268, 31627,1900,-1
a04461, 1900-06-17T01:49:26.4Z,178.935181,-22.57862, -0.000181889, -6.28713e-07, -3.98885e-07, 0.000181906,15459.8166,18835.525, 35268, 31627,1900,-1
a04462, 1900-06-19T00:48:57.6Z,212.753422,-78.383988, -0.000181893, -6.46598e-06, -6.56767e-06, 0.000181967,17191.4044,14436.6622, 35268, 31627,1900,-1
a04463, 1900-06-19T02:03:50.4Z,178.206047,-8.365459, -0.000182015, -5.17181e-07, -5.03878e-07, 0.000181962,17942.2997,15352.9452, 35268, 31627,1900,-1
a04464, 1900-06-19T03:15:50.4Z,203.168763,-8.193142, -0.000181959, -1.221e-06, -1.21796e-06, 0.000181921,18318.4658,15815.0969, 35268, 31627,1900,-1
a04465, 1900-06-19T04:13:26.4Z,218.168392,2.038379, -0.000181854, -2.8744e-06, -2.84093e-06, 0.000181838,17760.0458,14867.4896, 35268, 31627,1900,-1
a04466, 1900-06-20T02:05:16.8Z,168.156582,-23.224725, -0.000181983, -1.71294e-06, -1.72568e-06, 0.000181947,17683.1788,15373.7096, 35268, 31627,1900,-1
a04467, 1900-06-20T04:36:28.8Z,218.738594,2.096927, -0.00018183, -2.10942e-06, -2.05213e-06, 0.000181843,17394.4817,14057.0965, 35268, 31627,1900,-1
a04468, 1900-06-21T02:13:55.2Z,217.266573,-73.498822, -0.000181923, -4.55411e-06, -4.62375e-06, 0.000181966,17364.6219,14414.4446, 35268, 31627,1900,-1
a04469, 1900-06-21T08:25:26.4Z,284.246979,-47.577748, -0.000181997, -3.10223e-06, -3.15239e-06, 0.000181965,17706.5629,14973.4526, 35268, 31627,1900,-1
a04470, 1900-06-22T00:41:45.6Z,168.424583,-8.180433, -0.000181996, -7.24291e-07, -7.20001e-07, 0.00018196,17970.8858,15011.3844, 35268, 31627,1900,-1
a04472, 1900-06-22T01:32:09.6Z,208.395396,-8.034057, -0.000182027, -2.034e-06, -2.02361e-06, 0.000181971,18055.0043,14873.2476, 35268, 31627,1900,-1
a04473, 1900-06-22T06:00:00Z,258.218259,17.480218, -0.000181995, -2.99945e-06, -2.97399e-06, 0.000181984,18244.6267,14843.785, 35268, 31627,1900,-1
a04474, 1900-06-22T07:24:57.6Z,278.960608,-37.528225, -0.000181965, -3.88968e-06, -3.92196e-06, 0.000181944,17640.836,15042.9433, 35268, 31627,1900,-1
a04475, 1900-06-22T08:42:43.2Z,293.914882,-37.317124, -0.000181989, -2.75627e-06, -2.78746e-06, 0.00018196,17273.2735,15218.9774, 35268, 31627,1900,-1
a04476, 1900-06-23T02:05:16.8Z,217.172466,-68.37487, -0.000181916, -4.60878e-06, -4.66584e-06, 0.000181939,17774.2943,14225.8529, 35268, 31627,1900,-1
a04482, 1900-06-24T01:59:31.2Z,188.719187,1.812801, -0.000181808, -2.42757e-06, -2.3744e-06, 0.000181792,18205.2864,14427.5269, 38243, 31327,1900,-1
a04488, 1900-06-26T02:05:16.8Z,298.845656,26.079659, -0.000181861, -2.35818e-06, -2.02375e-06, 0.000182244,14054.9965,5052.2044, 35268, 31627,1900,-1
a04493, 1900-06-28T03:07:12Z,227.471711,-67.710965, -0.000181909, -5.68933e-06, -5.76761e-06, 0.000181917,17600.9393,16128.6668, 35268, 31627,1900,-1
a04494, 1900-07-03T02:49:55.2Z,273.318659,-22.1799, -0.000181543, -1.39933e-05, -1.40205e-05, 0.000181456,8434.887,10374.8311, 21953, 17493,1900,0
a04495, 1900-07-03T04:27:50.4Z,272.860241,-21.794136, -0.000181457, -1.4008e-05, -1.40071e-05, 0.000181469,10578.2689,12339.443, 21953, 17402,1900,0
a04496, 1900-07-03T08:34:04.8Z,14.390081,14.39666, -0.000147044, -0.000107436, -0.000107492, 0.000146986,14459.2966,10764.3111, 21953, 17402,1900,-1
a04497, 1900-07-03T09:44:38.4Z,14.891937,14.743166, -0.000150527, -0.000102662, -0.000102727, 0.00015035,11517.125,10457.7715, 21953, 17493,1900,-1
a04511, 1900-07-10T00:37:26.4Z,178.596413,-13.248703, -0.000182031, -1.41531e-06, -1.31698e-06, 0.000181931,18963.6547,15542.7324, 35268, 31627,1900,-1
a04512, 1900-07-10T00:53:16.8Z,188.664922,-13.280524, -0.000182003, -1.37114e-06, -1.37478e-06, 0.000181972,18220.1467,15484.7386, 35268, 31627,1900,-1
a04513, 1900-07-10T01:13:26.4Z,193.731053,-2.522652, -0.000182019, -1.78346e-06, -1.7674e-06, 0.000181985,18213.5622,15335.5215, 35268, 31627,1900,-1
a04514, 1900-07-10T01:35:02.4Z,198.652285,2.165392, -0.000182007, -2.04293e-06, -2.02633e-06, 0.000181978,18309.3329,15248.0606, 35268, 31627,1900,-1
a04515, 1900-07-10T01:56:38.4Z,213.659652,-3.000147, -0.000181967, -4.09243e-06, -4.08587e-06, 0.000181947,18570.5666,15163.6633, 35268, 31627,1900,-1
a04516, 1900-07-10T02:12:28.8Z,218.438308,2.257181, -0.000181959, -1.69409e-06, -1.73727e-06, 0.000182013,19126.4331,16355.7527, 35268, 31627,1900,-1
a04517, 1900-07-10T02:35:31.2Z,218.877911,-27.924395, -0.000181974, -3.72827e-06, -3.74625e-06, 0.000181943,18311.6706,14990.9742, 35268, 31627,1900,-1
a04518, 1900-07-10T02:54:14.4Z,228.858317,-18.1357, -0.00018196, -4.40176e-06, -4.41493e-06, 0.00018194,18605.8398,15004.6651, 35268, 31627,1900,-1
a04519, 1900-07-10T03:12:57.6Z,233.650488,1.944557, -0.000181998, -3.47032e-06, -3.46333e-06, 0.000181987,18335.384,15170.786, 35268, 31627,1900,-1
a04520, 1900-07-10T03:28:48Z,243.679336,1.994144, -0.000181956, -4.26753e-06, -4.26385e-06, 0.000181947,18366.2841,14906.8641, 35268, 31627,1900,-1
a04521, 1900-07-14T23:57:07.2Z,229.670619,-78.303163, -0.000181804, -8.18047e-06, -8.16528e-06, 0.000181923,17621.8027,14847.6805, 35268, 31627,1900,-1
a04522, 1900-07-17T01:19:12Z,272.103026,-22.227224, -0.000181405, -1.56094e-05, -1.56799e-05, 0.000181325,7017.9336,9502.7429, 21953, 17402,1900,0
a04533, 1900-07-19T02:26:52.8Z,227.653909,-73.550665, -0.000181803, -6.60884e-06, -6.69789e-06, 0.000181941,18226.0705,13567.0087, 35268, 31627,1900,-1
a04534, 1900-07-20T02:24:00Z,237.414342,-67.805247, -0.000181892, -4.42467e-06, -4.58638e-06, 0.000181941,17584.9457,17670.7107, 35268, 31627,1900,-1
a04535, 1900-07-21T02:00:57.6Z,227.801202,-78.351978, -0.000181945, -5.99491e-06, -6.12584e-06, 0.000181965,18493.969,13554.2979, 35268, 31627,1900,-1
a04537, 1900-07-24T02:06:43.2Z,244.300691,-78.271205, -0.000181754, -9.63027e-06, -9.74195e-06, 0.000181814,17837.0181,14344.89, 35268, 31627,1900,-1
a04539, 1900-07-25T02:11:02.4Z,247.941424,-67.889078, -0.000181874, -5.02884e-06, -5.10075e-06, 0.000181926,17896.6496,14880.7328, 35268, 31627,1900,-1
a04545, 1900-07-26T02:11:02.4Z,247.421423,-72.957987, -0.000181962, -2.6586e-06, -2.74986e-06, 0.000181998,18862.618,14429.3405, 35268, 31627,1900,-1
a04555, 1900-07-28T01:23:31.2Z,272.535048,-21.744531, -0.000181063, -1.97312e-05, -1.97817e-05, 0.000180954,4674.1564,12562.889, 21953, 17493,1900,0
a04556, 1900-07-28T03:37:26.4Z,300.178838,-82.115128, -0.000180948, -1.9518e-05, -1.93372e-05, 0.000181059,16237.5557,16269.0973, 35268, 31627,1900,-1
a04562, 1900-07-31T02:08:09.6Z,258.347297,-73.222511, -0.000181836, -7.19238e-06, -7.2623e-06, 0.000181892,17842.9206,14244.2668, 35268, 31627,1900,-1
a04564, 1900-08-01T03:15:50.4Z,271.594955,-22.960958, -0.000181111, -1.86081e-05, -1.85998e-05, 0.000181005,9496.9754,6527.6775, 21953, 17402,1900,0
a04574, 1900-08-02T06:33:07.2Z,317.496096,-67.39278, -0.000181942, -5.16261e-06, -5.23506e-06, 0.000181983,17354.8516,14479.2874, 35268, 31627,1900,-1
a04575, 1900-08-02T08:08:09.6Z,26.197208,23.279656, -0.000129031, -0.000128439, -0.000128483, 0.000129035,14143.6971,10793.4472, 21953, 17493,1900,-1
a04576, 1900-08-02T09:21:36Z,26.369233,24.596426, -0.00012898, -0.000128515, -0.000128579, 0.000129051,8729.4635,15435.5076, 21953, 17402,1900,-1
a04590, 1900-08-17T01:09:07.2Z,291.249551,-77.732801, -0.000181778, -9.1748e-06, -9.11885e-06, 0.000181879,17508.1304,14372.0766, 35268, 31627,1900,-1
a04591, 1900-08-17T03:18:43.2Z,269.853991,-22.709927, -0.00018195, -3.41742e-06, -3.43133e-06, 0.000181922,18422.5312,15120.4819, 35268, 31627,1900,0
a04592, 1900-08-17T05:49:55.2Z,301.777956,-31.976629, -0.000181978, -3.47385e-06, -3.50269e-06, 0.000181936,17919.9981,14831.9411, 35268, 31627,1900,-1
a04593, 1900-08-17T07:06:14.4Z,317.033235,-57.181324, -0.000182023, -3.28627e-06, -3.36481e-06, 0.000181974,17939.5323,14968.145, 35268, 31627,1900,-1
a04594, 1900-08-17T08:21:07.2Z,339.408172,-57.119312, -0.000182017, -2.58355e-06, -2.66123e-06, 0.000181979,18062.246,14938.3473, 35268, 31627,1900,-1
a04595, 1900-08-18T01:45:07.2Z,261.178218,-78.123021, -0.000181807, -8.80518e-06, -8.9323e-06, 0.000181853,18465.6676,13636.5436, 35268, 31627,1900,-1
a04596, 1900-08-18T05:41:16.8Z,309.704334,-67.279688, -0.000181962, -3.96906e-06, -4.06861e-06, 0.000181965,18506.4373,15085.393, 35268, 31627,1900,-1
a04597, 1900-08-18T07:33:36Z,319.684215,-72.326043, -0.000182067, -4.36217e-06, -4.49948e-06, 0.00018196,18585.7687,14466.9692, 35268, 31627,1900,-1
a04598, 1900-08-19T01:49:26.4Z,270.631006,-67.770201, -0.000181836, -7.42706e-06, -7.49785e-06, 0.000181868,17413.8129,14456.7684, 35268, 31627,1900,-1
a04599, 1900-08-21T02:05:16.8Z,270.863396,-72.809834, -0.000181755, -9.36585e-06, -9.4654e-06, 0.000181786,17716.8655,14608.8948, 35268, 31627,1900,-1
a04600, 1900-08-22T01:13:26.4Z,269.950117,-22.707793, -0.000181928, -3.40954e-06, -3.42608e-06, 0.000181914,18244.17,14711.902, 35268, 31627,1900,0
a04601, 1900-08-22T05:09:36Z,337.120877,-67.383829, -0.000181953, -3.53653e-06, -3.55323e-06, 0.000181988,17868.2018,14756.0303, 35268, 31627,1900,-1
a04602, 1900-08-22T08:13:55.2Z,350.40655,-42.322228, -0.000182002, -5.71994e-07, -6.1245e-07, 0.000181977,18451.1911,15082.1119, 35268, 31627,1900,-1
a04603, 1900-08-23T01:13:26.4Z,269.851733,-22.975211, -0.000181928, -3.24463e-06, -3.25738e-06, 0.00018192,17973.9545,14863.6258, 35268, 31627,1900,0
a04604, 1900-08-23T04:56:38.4Z,327.672406,-67.525825, -0.000181913, -4.75222e-06, -4.78935e-06, 0.000181946,17703.2385,14555.2868, 35268, 31627,1900,-1
a04606, 1900-08-24T04:17:45.6Z,317.548711,-67.514397, -0.0001819, -5.67258e-06, -5.71064e-06, 0.000181922,17402.868,14836.6094, 35268, 31627,1900,-1
a04608, 1900-08-25T04:52:19.2Z,269.620572,-22.592441, -0.000182107, -4.14558e-06, -4.08403e-06, 0.00018192,18168.1066,16090.7339, 35268, 31627,1900,0
a04609, 1900-08-26T01:39:21.6Z,278.958747,-72.832028, -0.000181719, -9.58668e-06, -9.63505e-06, 0.000181767,17278.1359,15207.2205, 35268, 31627,1900,-1
a04610, 1900-08-26T04:53:45.6Z,270.091854,-22.66181, -0.000182143, -2.97295e-06, -2.90752e-06, 0.000181932,18299.3727,15825.5126, 35268, 31627,1900,0
a04611, 1900-08-28T01:55:12Z,277.15561,-67.869899, -0.000181936, -3.10069e-06, -3.09072e-06, 0.000181941,19457.8129,14680.8587, 35268, 31627,1900,-1
a04612, 1900-08-29T03:02:52.8Z,269.782035,-22.554383, -0.000181967, -3.48651e-06, -3.49963e-06, 0.00018193,18871.0703,14916.1562, 35268, 31627,1900,0
a04613, 1900-08-29T06:53:16.8Z,329.546212,-62.329243, -0.000182031, -1.81445e-06, -1.90475e-06, 0.000182007,17770.6018,15184.6059, 35268, 31627,1900,-1
a04614, 1900-08-30T02:09:36Z,269.835132,-22.678629, -0.000181937, -3.54828e-06, -3.55843e-06, 0.000181915,18230.4327,15182.915, 35268, 31627,1900,0
a04615, 1900-08-30T05:47:02.4Z,346.969301,-67.941051, -0.000181867, -3.03992e-06, -2.95052e-06, 0.000182034,18087.0691,11548.5209, 35268, 31627,1900,-1
a04616, 1900-08-30T08:58:33.6Z,3.896264,-27.143709, -0.000182012, -4.68712e-07, -4.88298e-07, 0.000181977,18177.9749,14753.2582, 35268, 31627,1900,-1
a04617, 1900-08-31T01:33:36Z,304.262365,-76.876752, -0.000181675, -1.08036e-05, -1.07787e-05, 0.000181781,16786.8992,15011.3481, 35268, 31627,1900,-1
a04619, 1900-08-31T06:00:00Z,319.316091,-41.818877, -0.000181971, -3.48695e-06, -3.52674e-06, 0.000181945,17821.5429,15415.0124, 35268, 31627,1900,-1
a04620, 1900-08-31T07:42:14.4Z,346.723344,-71.920032, -0.00018202, -3.46405e-06, -3.59639e-06, 0.000182021,18220.753,15293.6162, 35268, 31627,1900,-1
a04621, 1900-08-31T08:58:33.6Z,4.003499,-11.844071, -0.000181933, -2.79751e-06, -2.8021e-06, 0.000181902,18489.4995,17076.4736, 35268, 31627,1900,-1
a04622, 1900-09-01T00:48:57.6Z,252.170778,-82.805501, -0.000181526, -1.36134e-05, -1.38267e-05, 0.000181611,18136.0312,14330.951, 35268, 31627,1900,-1
a04623, 1900-09-01T01:58:04.8Z,287.501772,-67.823815, -0.000181867, -6.6074e-06, -6.65701e-06, 0.000181914,17681.0432,14759.5119, 35268, 31627,1900,-1
