Plate ID,Date,RA_CTR,DEC_CTR,Dec_delta_x,Dec_delta_y,RA_delta_x,RA_delta_y,crpix1,crpix2,naxis1,naxis2,Year,Cluster
a04624, 1900-09-01T03:36:00Z,269.398303,-22.984872, -0.000182026, -2.80947e-06, -2.82274e-06, 0.000181957,19039.3578,13365.1678, 35268, 31627,1900,0
a04625, 1900-09-01T06:01:26.4Z,314.011706,-37.439517, -0.000182015, -2.28453e-06, -2.32073e-06, 0.000181971,17803.1933,15096.0719, 35268, 31627,1900,-1
a04626, 1900-09-01T06:14:24Z,336.530766,-72.363459, -0.000182028, -3.48836e-06, -3.6286e-06, 0.000182013,18503.6101,14732.3823, 35268, 31627,1900,-1
a04627, 1900-09-01T08:26:52.8Z,355.981068,-72.321927, -0.00018205, 6.0365e-08, -7.9439e-08, 0.000182042,18399.0046,14586.6221, 35268, 31627,1900,-1
a04628, 1900-09-02T00:27:21.6Z,208.893198,2.381961, -0.000182064, -2.68916e-06, -2.53684e-06, 0.000181849,19039.7666,16623.6864, 35268, 31627,1900,-1
a04640, 1900-09-02T09:25:55.2Z,64.233844,2.939428, -0.00018181, -2.06295e-07, -2.40346e-07, 0.000181839,16618.5132,15065.0885, 35268, 31627,1900,-1
a04641, 1900-09-04T00:30:14.4Z,233.877948,-13.09748, -0.000182016, -2.32511e-06, -2.3275e-06, 0.000181974,17386.084,14414.1006, 35268, 31627,1900,-1
a04642, 1900-09-04T00:47:31.2Z,239.040897,-18.084304, -0.000181987, -3.38388e-06, -3.38435e-06, 0.00018195,16871.2716,14743.1362, 35268, 31627,1900,-1
a04643, 1900-09-04T01:07:40.8Z,238.85891,-2.983808, -0.000182034, -2.28734e-06, -2.25919e-06, 0.000181983,17110.2979,14940.0547, 35268, 31627,1900,-1
a04644, 1900-09-04T01:23:31.2Z,258.686512,12.398466, -0.000181974, -3.79503e-06, -3.77087e-06, 0.000181954,17153.1476,14855.2084, 35268, 31627,1900,-1
a04645, 1900-09-04T01:43:40.8Z,263.573659,22.474712, -0.000181992, -3.44129e-06, -3.38916e-06, 0.000181986,17116.1936,14926.1691, 35268, 31627,1900,-1
a04646, 1900-09-04T01:58:04.8Z,278.645242,22.628075, -0.000181927, -5.15812e-06, -5.13578e-06, 0.000181941,16921.7602,15053.529, 35268, 31627,1900,-1
a04647, 1900-09-04T02:18:14.4Z,293.778245,24.130539, -0.000181858, -3.1143e-06, -3.12659e-06, 0.000182178,16638.3772,22918.7487, 35268, 31627,1900,-1
a04648, 1900-09-04T02:32:38.4Z,303.639695,22.786592, -0.000181962, -3.25219e-06, -3.253e-06, 0.000181978,17013.7028,14801.9685, 35268, 31627,1900,-1
a04649, 1900-09-04T02:51:21.6Z,318.770543,22.92511, -0.000181986, -3.16763e-06, -3.18104e-06, 0.000182006,16552.5696,15009.1499, 35268, 31627,1900,-1
a04650, 1900-09-04T03:08:38.4Z,328.648175,23.000141, -0.000182005, -1.677e-06, -1.70621e-06, 0.000182025,17925.6519,15268.742, 35268, 31627,1900,-1
a04651, 1900-09-04T08:09:36Z,36.939739,35.135828, -0.000181989, 6.26839e-07, 6.14683e-07, 0.000182066,18080.2565,15000.9801, 35268, 31627,1900,-1
a04652, 1900-09-05T00:20:09.6Z,243.447713,37.250231, -0.000182042, -2.21274e-06, -2.08143e-06, 0.000182071,18236.4521,15793.3711, 35268, 31627,1900,-1
a04653, 1900-09-05T00:36:00Z,253.342607,37.297297, -0.000181977, -3.96922e-06, -3.87764e-06, 0.000182025,18474.9877,15565.848, 35268, 31627,1900,-1
a04654, 1900-09-05T00:57:36Z,263.291933,37.203746, -0.000181947, -3.85846e-06, -3.71444e-06, 0.00018203,17804.4752,14696.058, 35268, 31627,1900,-1
a04655, 1900-09-05T01:13:26.4Z,273.410691,37.53506, -0.000181918, -5.64012e-06, -5.59513e-06, 0.00018198,18006.7599,15879.3026, 35268, 31627,1900,-1
a04656, 1900-09-05T01:33:36Z,284.527162,37.494114, -0.000181949, -3.5061e-06, -3.47509e-06, 0.00018202,19369.1426,14753.6117, 38243, 31327,1900,-1
a04657, 1900-09-05T01:46:33.6Z,293.302009,37.585143, -0.000181943, -3.95994e-06, -3.94455e-06, 0.000182013,19138.3379,14871.8147, 38243, 31327,1900,-1
a04658, 1900-09-05T02:09:36Z,303.48137,32.638178, -0.000181964, -3.35033e-06, -3.35511e-06, 0.000182005,17791.8008,15617.5138, 35268, 31627,1900,-1
a04659, 1900-09-05T02:24:00Z,313.582166,32.620432, -0.000181983, -2.51259e-06, -2.52498e-06, 0.000182023,18191.0826,15257.6837, 35268, 31627,1900,-1
a04660, 1900-09-05T02:44:09.6Z,318.342116,37.982876, -0.000181985, -2.83704e-06, -2.86249e-06, 0.000182058,18748.6718,15000.7184, 35268, 31627,1900,-1
a04661, 1900-09-05T03:00:00Z,328.477232,38.038669, -0.000181973, -3.13005e-06, -3.1745e-06, 0.000182048,18430.3023,14996.1972, 35268, 31627,1900,-1
a04662, 1900-09-05T03:18:43.2Z,338.622013,38.15122, -0.000182026, -1.87423e-06, -1.94053e-06, 0.000182073,17997.5183,15455.2384, 35268, 31627,1900,-1
a04663, 1900-09-05T03:38:52.8Z,348.739959,38.177154, -0.000182015, -1.10504e-06, -1.19139e-06, 0.000182077,18047.4496,15579.4497, 35268, 31627,1900,-1
a04664, 1900-09-05T04:00:28.8Z,293.505696,17.420263, -0.000182022, -2.7061e-06, -2.65634e-06, 0.000182006,18548.214,15572.0117, 35268, 31627,1900,-1
a04665, 1900-09-05T04:14:52.8Z,303.578574,17.488738, -0.000181984, -3.52602e-06, -3.49566e-06, 0.000181974,18521.1243,15672.6521, 35268, 31627,1900,-1
a04666, 1900-09-05T04:33:36Z,318.676577,17.5684, -0.000181995, -2.90027e-06, -2.88749e-06, 0.000181994,18362.4689,15610.8387, 35268, 31627,1900,-1
a04667, 1900-09-05T05:28:19.2Z,313.843032,-7.177808, -0.000182022, -1.81584e-06, -1.80883e-06, 0.000181984,18195.3164,15449.1732, 35268, 31627,1900,-1
a04668, 1900-09-05T05:45:36Z,308.771152,2.658002, -0.000182042, -2.25083e-06, -2.21222e-06, 0.000181988,18561.0286,15404.954, 35268, 31627,1900,-1
a04669, 1900-09-05T06:01:26.4Z,318.677687,2.769021, -0.000182018, -3.03007e-06, -3.00508e-06, 0.000181982,18155.1811,15724.4706, 35268, 31627,1900,-1
a04670, 1900-09-05T06:17:16.8Z,333.739195,2.784071, -0.000182007, -1.61205e-06, -1.60486e-06, 0.00018199,18174.7669,15644.7787, 35268, 31627,1900,-1
a04671, 1900-09-05T06:36:00Z,343.854262,2.803198, -0.000182013, -2.43125e-06, -2.42627e-06, 0.000181999,18139.5451,15649.8649, 35268, 31627,1900,-1
a04672, 1900-09-05T06:50:24Z,353.777212,2.815233, -0.000182006, 8.48461e-07, 8.45342e-07, 0.000182001,17814.3667,16053.2198, 35268, 31627,1900,-1
a04673, 1900-09-05T07:09:07.2Z,328.743299,7.973406, -0.000182086, -1.94903e-06, -1.89259e-06, 0.000182021,17667.1563,15740.9532, 35268, 31627,1900,-1
a04674, 1900-09-05T07:22:04.8Z,338.832052,7.977534, -0.000182028, -3.33093e-06, -3.29736e-06, 0.000181992,17646.4006,15339.4892, 35268, 31627,1900,-1
a04675, 1900-09-05T07:39:21.6Z,348.628723,10.284704, -0.000182155, -1.23627e-06, -1.39878e-06, 0.000181629,19017.7476,27533.3232, 35268, 31627,1900,-1
a04676, 1900-09-05T07:52:19.2Z,358.860344,8.167482, -0.000182027, -5.80574e-07, -5.67767e-07, 0.000182013,17602.6718,15431.5067, 35268, 31627,1900,-1
a04677, 1900-09-05T08:11:02.4Z,8.867079,8.082111, -0.000182035, -1.60499e-06, -1.59633e-06, 0.000182026,18610.233,14676.6838, 35268, 31627,1900,-1
a04678, 1900-09-05T08:25:26.4Z,18.919341,8.170231, -0.000182018, 2.29413e-06, 2.29674e-06, 0.000182016,18360.5541,15316.6292, 35268, 31627,1900,-1
a04679, 1900-09-05T09:14:24Z,13.705274,-22.279921, -0.000182019, -1.21156e-06, -1.22263e-06, 0.000181991,17975.5775,14772.6357, 35268, 31627,1900,-1
a04680, 1900-09-06T05:48:28.8Z,313.457735,-2.045828, -0.000182046, -2.01265e-06, -1.97854e-06, 0.000182005,18748.0056,14399.1398, 35268, 31627,1900,-1
a04681, 1900-09-06T06:02:52.8Z,323.48114,-1.885362, -0.000182011, -2.41297e-06, -2.40196e-06, 0.000181981,18478.5899,15148.6747, 35268, 31627,1900,-1
a04682, 1900-09-06T06:21:36Z,333.580044,-1.88102, -0.000182022, -1.52034e-06, -1.51626e-06, 0.000181992,17329.6499,14830.6115, 35268, 31627,1900,-1
a04683, 1900-09-06T06:36:00Z,343.605538,-1.890925, -0.00018201, -1.6002e-06, -1.60347e-06, 0.000181995,17842.8501,14581.5386, 35268, 31627,1900,-1
a04684, 1900-09-06T06:56:09.6Z,353.543131,-1.819372, -0.000182014, -1.2996e-06, -1.30546e-06, 0.000182,18312.8854,15049.6735, 35268, 31627,1900,-1
a04685, 1900-09-06T07:10:33.6Z,3.533824,-1.73921, -0.000182002, -2.19743e-06, -2.20495e-06, 0.000181991,18103.6995,16033.7114, 35268, 31627,1900,-1
a04686, 1900-09-06T07:32:09.6Z,333.487692,8.012988, -0.000182082, -2.05708e-06, -1.99758e-06, 0.000182008,18681.8965,15700.6949, 35268, 31627,1900,-1
a04687, 1900-09-06T07:48:00Z,343.479769,8.050595, -0.000182058, -2.32971e-06, -2.29027e-06, 0.000182007,18993.5402,15882.157, 35268, 31627,1900,-1
a04688, 1900-09-06T08:06:43.2Z,353.596387,8.069566, -0.000182052, 1.21748e-07, 1.54288e-07, 0.000182018,18165.2818,16025.5028, 35268, 31627,1900,-1
a04689, 1900-09-06T08:21:07.2Z,3.606011,7.992895, -0.000182034, -4.02963e-07, -3.85962e-07, 0.000182025,18495.2956,15409.4666, 35268, 31627,1900,-1
a04690, 1900-09-06T09:07:12Z,30.229719,-67.163721, -0.000181986, 2.28846e-06, 2.22041e-06, 0.000182023,18308.4457,14084.2243, 35268, 31627,1900,-1
a04691, 1900-09-12T01:12:00Z,269.547714,-22.675338, -0.000181957, -1.89597e-06, -1.91088e-06, 0.000181945,18470.5085,15738.9605, 35268, 31627,1900,0
a04692, 1900-09-12T02:34:04.8Z,277.575666,-72.699021, -0.000181999, -5.10126e-06, -5.24224e-06, 0.000181985,18717.9546,14815.6346, 35268, 31627,1900,-1
a04693, 1900-09-12T02:48:28.8Z,288.304263,-77.524167, -0.000181816, -9.39585e-06, -9.5666e-06, 0.000181849,18514.7025,15019.5254, 35268, 31627,1900,-1
a04694, 1900-09-12T03:08:38.4Z,287.048409,-67.73613, -0.000182007, -4.2807e-06, -4.39384e-06, 0.000181993,18910.8938,14091.1866, 35268, 31627,1900,-1
a04695, 1900-09-12T03:24:28.8Z,298.932475,-32.255072, -0.000181985, -3.16267e-06, -3.18853e-06, 0.000181961,18159.5721,15470.771, 35268, 31627,1900,-1
a04696, 1900-09-12T03:43:12Z,313.823836,-32.227864, -0.000181968, -3.83644e-06, -3.86277e-06, 0.000181958,18071.8769,15160.6672, 35268, 31627,1900,-1
a04697, 1900-09-12T04:00:28.8Z,323.835282,-32.185403, -0.000181965, -3.20082e-06, -3.22431e-06, 0.00018196,18301.132,14848.4839, 35268, 31627,1900,-1
a04698, 1900-09-12T04:20:38.4Z,333.741193,-32.141518, -0.000181996, -6.41172e-07, -6.57531e-07, 0.000181995,18570.0795,14822.1955, 35268, 31627,1900,-1
a04699, 1900-09-12T04:36:28.8Z,343.672068,-32.025298, -0.000181989, -1.93103e-06, -1.94785e-06, 0.000181987,18491.386,15599.4302, 35268, 31627,1900,-1
a04700, 1900-09-13T01:00:28.8Z,269.166193,-22.575036, -0.000181902, -1.69117e-06, -1.6474e-06, 0.000181918,19972.8447,16067.5225, 35268, 31627,1900,0
a04702, 1900-09-13T03:33:07.2Z,333.383002,37.884137, -0.000182014, -8.89099e-07, -9.04429e-07, 0.000182085,17605.6156,16091.4552, 35268, 31627,1900,-1
a04703, 1900-09-13T03:48:57.6Z,353.57212,37.890466, -0.000181997, -2.44842e-06, -2.51887e-06, 0.000182059,17916.9547,16033.7964, 35268, 31627,1900,-1
a04704, 1900-09-13T04:09:07.2Z,3.706501,37.950961, -0.000182022, -1.80768e-06, -1.89216e-06, 0.000182084,17664.8283,16182.9884, 35268, 31627,1900,-1
a04705, 1900-09-13T05:18:14.4Z,39.040886,37.793289, -0.000183297, 6.52255e-07, 1.38829e-06, 0.000182181,12495.8998,7925.2945, 21953, 17402,1900,-1
a04706, 1900-09-13T05:47:02.4Z,318.936848,-22.234254, -0.000182015, -2.46304e-06, -2.47658e-06, 0.000181964,17912.5645,15725.757, 35268, 31627,1900,-1
a04707, 1900-09-13T06:00:00Z,329.013591,-22.249381, -0.000182001, -3.03403e-06, -3.05198e-06, 0.00018196,17931.7117,15289.9355, 35268, 31627,1900,-1
a04708, 1900-09-13T06:17:16.8Z,339.025563,-22.255182, -0.000182008, -2.47598e-06, -2.49445e-06, 0.000181988,18035.0936,15068.4931, 35268, 31627,1900,-1
a04709, 1900-09-13T06:30:14.4Z,348.956575,-22.234776, -0.000182002, -1.55013e-06, -1.56777e-06, 0.000181987,17846.0091,14997.6254, 35268, 31627,1900,-1
a04710, 1900-09-13T06:48:57.6Z,333.888077,-7.081731, -0.000182035, -2.68202e-06, -2.67444e-06, 0.000181986,17929.1496,15441.7362, 35268, 31627,1900,-1
a04711, 1900-09-13T07:01:55.2Z,343.916546,-7.079346, -0.000182012, -2.16047e-06, -2.16335e-06, 0.000181981,18139.1846,15592.641, 35268, 31627,1900,-1
a04712, 1900-09-13T07:20:38.4Z,354.028746,-7.029386, -0.000182039, -7.96772e-07, -8.04704e-07, 0.000182018,17560.1219,16007.9473, 35268, 31627,1900,-1
a04713, 1900-09-14T01:16:19.2Z,269.491242,-22.804794, -0.000181911, -7.84869e-07, -7.95792e-07, 0.000181888,19470.4274,15983.7485, 35268, 31627,1900,0
a04714, 1900-09-14T03:00:00Z,289.619497,-31.000605, -0.000181398, -3.5051e-06, -3.64827e-06, 0.000182244,15502.1627,22326.8319, 35268, 31627,1900,-1
a04715, 1900-09-14T04:27:50.4Z,40.184759,38.707029, -0.000182211, 1.73237e-06, 1.3951e-06, 0.000182163,13198.1738,13961.49, 35268, 31627,1900,-1
a04717, 1900-09-14T06:08:38.4Z,324.402173,-22.088885, -0.00018199, -2.97554e-06, -2.96171e-06, 0.000181958,17291.725,16198.301, 35268, 31627,1900,-1
a04719, 1900-09-14T06:53:16.8Z,343.721185,-22.204833, -0.000182011, -1.9964e-06, -2.01589e-06, 0.00018198,18342.3524,15154.9818, 35268, 31627,1900,-1
a04720, 1900-09-15T03:21:36Z,304.112573,-32.120732, -0.000181976, -2.51225e-06, -2.54149e-06, 0.000181969,18178.6559,15705.7108, 35268, 31627,1900,-1
a04721, 1900-09-15T04:07:40.8Z,314.075353,-32.236497, -0.000181956, -3.69438e-06, -3.71743e-06, 0.000181937,18151.3641,14548.569, 35268, 31627,1900,-1
a04722, 1900-09-16T01:33:36Z,287.502228,-67.55544, -0.00018187, -6.31901e-06, -6.38812e-06, 0.000181902,18160.9392,14862.4415, 35268, 31627,1900,-1
a04723, 1900-09-16T07:19:12Z,37.334412,38.891063, -0.000182107, -3.34624e-06, -3.38392e-06, 0.000182067,14348.164,9488.9379, 21953, 17493,1900,-1
a04725, 1900-09-18T04:13:26.4Z,40.025566,40.120547, -0.000168883, 6.83663e-05, 6.82085e-05, 0.00016898,12283.0437,11567.1123, 17402, 21953,1900,-1
a04726, 1900-09-19T01:58:04.8Z,288.951222,-77.607184, -0.000181855, -7.64226e-06, -7.77741e-06, 0.000181881,17978.0965,14514.9005, 35268, 31627,1900,-1
a04727, 1900-09-19T04:35:02.4Z,40.3501,40.222591, -0.000168562, 6.93832e-05, 6.89004e-05, 0.000169074,10483.1897,9921.2857, 17493, 21953,1900,-1
a04729, 1900-09-20T04:12:00Z,40.615359,40.783469, -0.000167709, 7.19097e-05, 7.09445e-05, 0.000168399,11126.5047,10574.5554, 17402, 21953,1900,-1
a04730, 1900-09-20T06:15:50.4Z,344.165371,-47.374457, -0.000181992, -1.50849e-06, -1.55773e-06, 0.000181966,18102.0522,14747.8682, 35268, 31627,1900,-1
a04731, 1900-09-20T07:27:50.4Z,349.022005,-37.069149, -0.000182013, -1.30713e-06, -1.34402e-06, 0.00018199,17790.6814,14711.119, 35268, 31627,1900,-1
a04732, 1900-09-20T08:39:50.4Z,13.298213,-56.674372, -0.000181922, 2.51336e-06, 2.29654e-06, 0.000181936,19846.0369,16838.2772, 35268, 31627,1900,-1
a04734, 1900-09-21T04:10:33.6Z,40.265719,40.562887, -0.000174378, 5.29604e-05, 5.25424e-05, 0.000174714,11246.5177,6599.1935, 17493, 21953,1900,-1
a04735, 1900-09-21T06:11:31.2Z,334.26396,-42.45279, -0.000182034, -7.83708e-07, -8.34155e-07, 0.00018199,17883.7721,15191.9582, 35268, 31627,1900,-1
a04736, 1900-09-21T07:24:57.6Z,354.076943,-37.206207, -0.000182023, -1.40451e-06, -1.43839e-06, 0.000181979,18186.5506,14533.1016, 35268, 31627,1900,-1
a04737, 1900-09-21T08:36:57.6Z,13.816646,-16.991473, -0.000182004, -1.61143e-06, -1.62425e-06, 0.000181943,18214.086,15599.6475, 35268, 31627,1900,-1
a04738, 1900-09-22T01:46:33.6Z,297.319998,-72.979979, -0.000181975, -3.07955e-06, -3.1653e-06, 0.000182022,19425.4227,13210.8133, 35268, 31627,1900,-1
a04739, 1900-09-22T04:10:33.6Z,41.468378,40.922541, -0.000173707, 5.44592e-05, 5.44152e-05, 0.000173779,8165.6113,9538.858, 17402, 21953,1900,-1
a04740, 1900-09-23T01:45:07.2Z,303.926357,-77.500061, -0.000181754, -9.19016e-06, -9.27455e-06, 0.000181823,17675.996,14798.5006, 35268, 31627,1900,-1
a04741, 1900-09-23T04:09:07.2Z,41.414889,40.770214, -0.000172979, 5.55953e-05, 5.68727e-05, 0.000173761,8172.9395,7910.6388, 17493, 21953,1900,-1
a04742, 1900-09-25T01:59:31.2Z,307.369742,-66.499142, -0.000183133, 0, 0, 0.000183133,8700.524427,10976.070129, 17402, 21953,1900,-1
a04743, 1900-09-25T04:19:12Z,41.351127,43.197183, -0.000179147, 3.31281e-05, 3.29187e-05, 0.000179237,12055.3265,15057.6612, 17493, 21953,1900,-1
a04744, 1900-09-25T06:15:50.4Z,334.494593,-32.294916, -0.000182023, -2.36684e-06, -2.39019e-06, 0.000181958,17880.7984,14690.4731, 35268, 31627,1900,-1
a04745, 1900-09-25T07:45:07.2Z,19.277843,12.564683, -0.000182008, -8.74989e-07, -8.59826e-07, 0.000181997,17631.9489,14591.7764, 35268, 31627,1900,-1
a04746, 1900-09-25T09:01:26.4Z,89.164941,11.828968, -0.000182017, 2.9614e-08, -8.762e-09, 0.000182024,18300.066,13243.6841, 35268, 31627,1900,-1
a04747, 1900-09-26T01:46:33.6Z,308.206356,-72.672016, -0.000181875, -6.4834e-06, -6.55348e-06, 0.00018193,17451.8966,14427.4024, 35268, 31627,1900,-1
a04748, 1900-09-26T04:16:19.2Z,42.543778,41.91781, -0.000178055, 3.81981e-05, 3.80597e-05, 0.000178207,5883.7782,9731.1342, 17402, 21953,1900,-1
a04750, 1900-09-27T04:13:26.4Z,42.695644,42.196358, -0.000178436, 3.8033e-05, 3.69679e-05, 0.000179211,5419.1224,6206.771, 17493, 21953,1900,-1
a04751, 1900-09-27T06:08:38.4Z,344.267304,-37.184661, -0.000182001, -1.87565e-06, -1.91141e-06, 0.000181964,18093.1276,15131.0173, 35268, 31627,1900,-1
a04752, 1900-09-27T07:32:09.6Z,4.141289,-17.171506, -0.000182012, -1.13209e-06, -1.14357e-06, 0.000181969,17800.0786,15030.1337, 35268, 31627,1900,-1
a04753, 1900-09-28T01:22:04.8Z,332.778559,-77.239239, -0.000181916, -5.32163e-06, -5.27112e-06, 0.000182023,17699.7057,14234.8156, 35268, 31627,1900,-1
a04754, 1900-09-28T02:49:55.2Z,270.259107,-22.517081, -0.000182098, -3.76063e-06, -3.71776e-06, 0.000181931,18822.9276,15399.2324, 35268, 31627,1900,0
a04755, 1900-09-28T03:59:02.4Z,41.387133,43.703978, -0.000182067, 4.91734e-06, 4.62429e-06, 0.000182119,11376.1198,9788.4367, 17402, 21953,1900,-1
a04756, 1900-09-28T06:10:04.8Z,346.498179,-67.396941, -0.000182034, -9.0224e-07, -1.02393e-06, 0.000182018,18101.482,13932.8251, 35268, 31627,1900,-1
a04757, 1900-09-28T07:23:31.2Z,25.461633,-72.660157, -0.000181969, 2.97638e-06, 2.8829e-06, 0.000182035,18242.5038,13479.6695, 35268, 31627,1900,-1
a04758, 1900-09-28T08:39:50.4Z,55.048906,-72.467759, -0.000181965, 3.1564e-06, 3.10009e-06, 0.000182042,17933.93,14445.8177, 35268, 31627,1900,-1
a04759, 1900-09-29T01:43:40.8Z,317.967252,-72.527331, -0.000181872, -6.33174e-06, -6.36416e-06, 0.000181945,17387.0188,13608.2771, 35268, 31627,1900,-1
a04760, 1900-09-29T04:16:19.2Z,42.321851,45.196462, -0.000182108, 5.36834e-06, 4.77128e-06, 0.000183163,7676.9473,15114.0771, 17493, 21953,1900,-1
a04761, 1900-09-30T00:18:43.2Z,339.246286,-82.147394, -0.000181866, -8.20464e-06, -8.01227e-06, 0.000181929,17369.3403,14462.8573, 35268, 31627,1900,-1
a04762, 1900-09-30T01:30:43.2Z,299.496568,-47.464615, -0.000181945, -3.18208e-06, -3.21461e-06, 0.000181943,18233.0499,14835.896, 35268, 31627,1900,-1
a04763, 1900-09-30T02:39:50.4Z,304.524075,-42.197582, -0.00018193, -3.54463e-06, -3.57801e-06, 0.000181912,16636.0398,15382.2462, 35268, 31627,1900,-1
a04764, 1900-09-30T03:36:00Z,41.615906,44.423049, -0.000182175, 4.81294e-06, 4.51231e-06, 0.000183703,10832.4455,11597.4924, 17402, 21953,1900,-1
a04765, 1900-09-30T06:07:12Z,15.848156,-76.737934, -0.000181905, 1.20871e-06, 1.12238e-06, 0.000182007,17228.3164,15606.8903, 35268, 31627,1900,-1
a04766, 1900-09-30T07:23:31.2Z,28.77595,-57.521144, -0.00018198, -6.452e-07, -6.86427e-07, 0.000181987,16815.1921,13697.2762, 35268, 31627,1900,-1
a04767, 1900-09-30T08:41:16.8Z,58.35628,-62.508299, -0.000181984, 1.50112e-06, 1.46607e-06, 0.000182017,16968.6258,13786.3766, 35268, 31627,1900,-1
a04768, 1900-10-03T23:51:21.6Z,249.123834,-7.929767, -0.000182026, -3.07606e-06, -3.06358e-06, 0.000181971,17124.905,15170.3693, 35268, 31627,1900,-1
a04769, 1900-10-04T00:07:12Z,254.060015,-12.715026, -0.000182016, -1.63654e-06, -1.63507e-06, 0.000181975,17334.0569,15508.805, 35268, 31627,1900,-1
a04770, 1900-10-04T00:25:55.2Z,254.072644,-22.764768, -0.000182036, -2.45174e-06, -2.50509e-06, 0.000181975,18616.8409,15376.2141, 35268, 31627,1900,-1
a04771, 1900-10-04T00:41:45.6Z,254.203344,-32.817387, -0.000182035, -3.48988e-06, -3.51393e-06, 0.000181956,17705.4969,14487.519, 35268, 31627,1900,-1
a04772, 1900-10-04T01:07:40.8Z,293.352936,42.632835, -0.000181973, -4.9011e-06, -4.78197e-06, 0.000182061,19479.6527,15350.3282, 38243, 31327,1900,-1
a04773, 1900-10-04T01:23:31.2Z,303.401649,42.711877, -0.000181966, -4.23091e-06, -4.14644e-06, 0.000182061,19653.6898,15282.241, 38243, 31327,1900,-1
a04774, 1900-10-04T01:43:40.8Z,313.400106,42.788988, -0.000181991, -3.89136e-06, -3.84102e-06, 0.000182085,19161.5185,15761.9162, 35268, 31627,1900,-1
a04775, 1900-10-04T02:00:57.6Z,323.674594,42.642222, -0.000181997, -2.91696e-06, -2.88746e-06, 0.000182094,17105.1475,15120.3277, 35268, 31627,1900,-1
a04780, 1900-10-04T03:59:02.4Z,41.934528,44.421794, -0.000182132, 3.44355e-06, 3.32764e-06, 0.000182117,9143.5275,3825.6227, 17493, 21953,1900,-1
a04781, 1900-10-04T04:35:02.4Z,42.031628,46.710704, -0.000182081, 3.01277e-06, 3.1685e-06, 0.000182115,9015.8112,16093.3351, 17402, 21953,1900,-1
a04784, 1900-10-04T06:17:16.8Z,8.455054,13.128148, -0.000181976, 2.36424e-07, 1.26787e-07, 0.000181981,19392.3951,15135.0049, 35268, 31627,1900,-1
a04785, 1900-10-04T06:33:07.2Z,18.839138,13.104147, -0.000182027, -5.55693e-07, -5.46996e-07, 0.000182033,18312.3588,15282.2498, 35268, 31627,1900,-1
a04786, 1900-10-04T07:27:50.4Z,35.605089,-62.676722, -0.000182005, 7.88251e-07, 7.38488e-07, 0.000182034,18530.6926,14894.6196, 35268, 31627,1900,-1
a04787, 1900-10-04T08:52:48Z,58.116522,-77.273524, -0.000181761, 1.07257e-05, 1.05427e-05, 0.000181562,18979.359,14718.95, 35268, 31627,1900,-1
a04788, 1900-10-04T23:55:40.8Z,244.005647,-7.923528, -0.000182086, -1.31518e-06, -1.28134e-06, 0.000181997,18763.6628,15014.2441, 35268, 31627,1900,-1
